Gender,Age,Class,Section,Math_Score,Science_Score,English_Score,Attendance_Percentage,Study_Hours_per_Week,Internet_Access,Parental_Education,Family_Income,Extracurricular_Participation,Health_Issues,Assignment_Submission_Rate,Result,Exam_Year,Exam_Month,Exam_date,Exam_DayofWeek,Family_Income_log
female,16.0,10,A,37.0,13.0,3.0,48.67,16.0,yes,high_school,175000.0,sometimes,diabetes,0.38,pass,2023.0,January,29.0,Sunday,12.07254696717504
female,17.0,12,B,30.0,98.0,61.0,61.45,29.0,yes,graduate,100000.0,sometimes,not_reported,0.51,fail,2020.0,February,20.0,Thursday,11.51293546492023
unknown,17.0,11,A,75.0,47.0,52.0,72.16,20.0,yes,graduate,110000.0,sometimes,not_reported,0.78,pass,2023.0,July,7.0,Friday,11.608244735642321
male,17.0,10,A,33.0,0.0,39.0,84.99,37.0,no,graduate,115000.0,sometimes,depression,0.67,pass,2020.0,October,10.0,Saturday,11.652696102959753
female,15.0,11,B,57.0,85.0,21.0,63.0,20.0,no,not_reported,25000.0,sometimes,not_reported,0.67,pass,2018.0,August,4.0,Saturday,10.12667110305036
female,15.0,11,A,11.0,13.0,85.0,40.63,8.0,yes,not_reported,105000.0,yes,depression,0.54,pass,2019.0,December,7.0,Saturday,11.561725152903833
male,17.0,11,B,63.0,90.0,82.0,45.05,6.0,yes,post_graduate,70000.0,no,depression,0.73,pass,2020.0,May,17.0,Sunday,11.156264806643742
female,16.0,10,A,68.0,78.0,99.0,85.48,35.0,yes,post_graduate,30000.0,sometimes,asthma,0.92,fail,2019.0,June,19.0,Wednesday,10.308985993422082
male,16.0,12,A,55.0,38.0,23.0,55.89,38.0,no,high_school,180000.0,no,asthma,0.26,pass,2020.0,January,29.0,Wednesday,12.100717685412471
unknown,17.0,11,C,17.0,65.0,0.0,53.75,9.0,no,not_reported,60000.0,sometimes,not_reported,0.7,fail,2022.0,March,11.0,Friday,11.002116507732017
unknown,17.0,10,C,79.0,34.0,76.0,76.62,40.0,yes,graduate,185000.0,sometimes,not_reported,0.17,fail,2021.0,December,1.0,Wednesday,12.128116509451258
female,16.0,11,C,80.0,51.0,36.0,90.36,22.0,no,not_reported,70000.0,no,not_reported,0.24,fail,2020.0,April,23.0,Thursday,11.156264806643742
female,15.0,11,D,45.0,53.0,72.0,53.35,34.0,no,not_reported,105000.0,yes,depression,0.74,pass,2018.0,April,6.0,Friday,11.561725152903833
male,15.0,12,B,13.0,50.0,56.0,65.03,16.0,yes,high_school,105000.0,yes,not_reported,0.03,fail,2020.0,December,2.0,Wednesday,11.561725152903833
male,17.0,11,A,36.0,98.0,45.0,84.79,15.0,no,not_reported,140000.0,sometimes,not_reported,0.18,fail,2024.0,September,10.0,Tuesday,11.849404844423074
male,17.0,10,A,9.0,43.0,30.0,78.98,29.0,no,not_reported,45000.0,sometimes,anxiety,0.12,fail,2020.0,July,2.0,Thursday,10.714439990727769
female,17.0,11,B,85.0,99.0,26.0,77.23,31.0,yes,not_reported,135000.0,sometimes,not_reported,0.53,pass,2024.0,March,11.0,Monday,11.813037464800539
male,16.0,12,C,100.0,20.0,85.0,99.22,20.0,no,high_school,170000.0,yes,anxiety,0.73,pass,2023.0,December,30.0,Saturday,12.04355959836804
male,16.0,12,B,34.0,35.0,25.0,65.85,20.0,no,not_reported,35000.0,sometimes,not_reported,0.15,pass,2022.0,January,7.0,Friday,10.463131911491967
male,16.0,12,B,10.0,19.0,57.0,95.09,28.0,no,not_reported,105000.0,no,not_reported,0.87,pass,2018.0,March,7.0,Wednesday,11.561725152903833
unknown,17.0,11,C,4.0,71.0,40.0,58.41,20.0,yes,post_graduate,70000.0,sometimes,anxiety,0.39,fail,2025.0,August,7.0,Thursday,11.156264806643742
male,18.0,12,B,89.0,9.0,6.0,61.83,29.0,no,graduate,190000.0,yes,diabetes,0.2,pass,2024.0,June,18.0,Thursday,12.154784614286667
female,18.0,11,A,69.0,31.0,50.0,77.08,13.0,yes,not_reported,195000.0,sometimes,not_reported,0.6,pass,2020.0,December,21.0,Monday,12.180759965737863
female,17.0,11,B,30.0,35.0,45.0,95.78,1.0,no,not_reported,175000.0,no,depression,0.56,fail,2018.0,November,21.0,Wednesday,12.07254696717504
male,18.0,12,B,52.0,47.0,49.0,52.86,38.0,no,not_reported,35000.0,sometimes,not_reported,0.03,pass,2021.0,October,22.0,Friday,10.463131911491967
female,17.0,11,B,20.0,24.0,54.0,77.07,27.0,no,graduate,50000.0,sometimes,asthma,0.72,fail,2022.0,October,11.0,Tuesday,10.819798284210286
unknown,17.0,11,D,67.0,25.0,84.0,58.73,37.0,no,not_reported,115000.0,sometimes,not_reported,0.84,fail,2018.0,April,28.0,Saturday,11.652696102959753
female,17.0,11,C,77.0,51.0,38.0,53.74,10.0,yes,high_school,190000.0,no,not_reported,0.69,fail,2021.0,October,4.0,Monday,12.154784614286667
unknown,17.0,10,D,92.0,23.0,40.0,54.15,20.0,no,graduate,175000.0,no,diabetes,0.92,pass,2018.0,October,24.0,Wednesday,12.07254696717504
female,17.0,11,B,71.0,54.0,95.0,74.34,20.0,yes,post_graduate,150000.0,sometimes,diabetes,0.41,fail,2022.0,January,23.0,Sunday,11.918397239722838
male,17.0,10,B,11.0,23.0,58.0,46.68,20.0,yes,post_graduate,55000.0,sometimes,not_reported,0.82,pass,2021.0,June,28.0,Monday,10.915106645867503
female,17.0,11,B,14.0,17.0,61.0,74.97,24.0,yes,high_school,35000.0,yes,depression,0.12,fail,2024.0,December,28.0,Saturday,10.463131911491967
male,15.0,11,B,48.0,78.0,30.0,52.28,4.0,yes,post_graduate,105000.0,sometimes,depression,0.38,fail,2019.0,September,4.0,Wednesday,11.561725152903833
female,17.0,11,A,63.0,87.0,57.0,60.75,34.0,no,not_reported,95000.0,sometimes,anxiety,0.89,pass,2022.0,February,13.0,Sunday,11.461642696843066
female,16.0,11,A,6.0,90.0,50.0,49.06,2.0,no,graduate,105000.0,sometimes,not_reported,0.3,fail,2020.0,September,30.0,Wednesday,11.561725152903833
male,17.0,11,B,92.0,51.0,68.0,99.5,8.0,yes,not_reported,10000.0,sometimes,anxiety,0.02,pass,2019.0,January,6.0,Sunday,9.210440366976517
unknown,17.0,10,A,96.0,63.0,9.0,55.17,20.0,no,graduate,90000.0,sometimes,diabetes,0.45,fail,2019.0,September,23.0,Monday,11.407576060361786
unknown,17.0,10,A,95.0,91.0,93.0,68.59,8.0,yes,graduate,60000.0,no,not_reported,0.64,fail,2023.0,November,7.0,Tuesday,11.002116507732017
male,18.0,12,A,77.0,88.0,40.0,55.03,22.0,no,not_reported,170000.0,no,not_reported,0.63,pass,2021.0,January,26.0,Tuesday,12.04355959836804
male,17.0,11,C,50.0,6.0,62.0,82.6,31.0,no,graduate,70000.0,sometimes,not_reported,0.61,fail,2025.0,November,5.0,Wednesday,11.156264806643742
unknown,17.0,10,B,69.0,96.0,28.0,54.05,4.0,no,not_reported,155000.0,yes,not_reported,0.65,fail,2023.0,January,31.0,Tuesday,11.951186847493476
female,17.0,10,A,36.0,34.0,25.0,85.62,25.0,yes,not_reported,120000.0,sometimes,not_reported,0.25,fail,2020.0,November,18.0,Wednesday,11.695255355062795
unknown,17.0,11,D,9.0,86.0,19.0,78.47,10.0,no,graduate,180000.0,sometimes,anxiety,0.85,pass,2022.0,November,13.0,Sunday,12.100717685412471
female,17.0,11,A,26.0,8.0,50.0,94.46,37.0,no,graduate,105000.0,no,asthma,0.55,fail,2020.0,April,10.0,Friday,11.561725152903833
female,17.0,11,A,72.0,76.0,91.0,50.35,10.0,yes,high_school,30000.0,yes,asthma,0.9,pass,2018.0,January,16.0,Tuesday,10.308985993422082
unknown,17.0,11,B,51.0,95.0,13.0,74.77,6.0,no,high_school,170000.0,yes,asthma,0.28,pass,2018.0,March,5.0,Monday,12.04355959836804
unknown,17.0,11,A,37.0,14.0,52.0,63.07,20.0,no,not_reported,60000.0,sometimes,not_reported,0.59,fail,2021.0,April,23.0,Friday,11.002116507732017
male,17.0,11,B,37.0,57.0,75.0,89.13,20.0,yes,post_graduate,130000.0,yes,not_reported,0.88,pass,2024.0,March,18.0,Monday,11.775297421715827
male,17.0,10,B,2.0,49.0,65.0,61.21,35.0,yes,not_reported,180000.0,sometimes,not_reported,0.99,pass,2023.0,August,11.0,Friday,12.100717685412471
female,16.0,11,A,58.0,24.0,26.0,66.24,20.0,yes,high_school,160000.0,sometimes,not_reported,0.33,pass,2019.0,January,5.0,Saturday,11.982935344196433
female,16.0,12,B,7.0,94.0,11.0,59.19,36.0,yes,not_reported,105000.0,yes,anxiety,0.43,pass,2019.0,November,9.0,Saturday,11.561725152903833
male,16.0,12,B,8.0,83.0,16.0,63.45,22.0,yes,not_reported,15000.0,sometimes,anxiety,0.04,pass,2025.0,May,14.0,Wednesday,9.61587214452889
unknown,17.0,11,A,35.0,10.0,68.0,54.98,20.0,no,not_reported,65000.0,sometimes,not_reported,0.45,pass,2020.0,July,15.0,Wednesday,11.082157933374816
female,17.0,10,C,42.0,75.0,50.0,80.59,29.0,no,high_school,105000.0,sometimes,asthma,0.38,pass,2020.0,January,27.0,Monday,11.561725152903833
female,17.0,11,A,55.0,24.0,67.0,99.15,20.0,no,not_reported,9999999.0,sometimes,diabetes,0.98,pass,2023.0,May,17.0,Wednesday,16.11809565095832
unknown,16.0,12,B,13.0,79.0,57.0,94.21,20.0,yes,not_reported,40000.0,yes,anxiety,0.84,fail,2022.0,March,9.0,Wednesday,10.596659732783579
male,16.0,12,B,0.0,32.0,37.0,48.91,37.0,no,graduate,180000.0,sometimes,not_reported,0.2,fail,2024.0,September,14.0,Saturday,12.100717685412471
female,16.0,12,A,78.0,46.0,13.0,42.39,8.0,no,high_school,10000.0,sometimes,asthma,0.62,pass,2020.0,November,21.0,Saturday,9.210440366976517
unknown,16.0,12,A,18.0,52.0,33.0,63.69,36.0,yes,not_reported,80000.0,sometimes,asthma,0.61,pass,2021.0,July,20.0,Tuesday,11.289794413577894
male,16.0,12,A,86.0,21.0,56.0,55.96,20.0,no,graduate,20000.0,sometimes,asthma,0.76,fail,2023.0,January,18.0,Wednesday,9.90353755128617
male,16.0,12,C,40.0,58.0,78.0,86.35,19.0,yes,graduate,80000.0,no,not_reported,0.67,pass,2023.0,August,6.0,Sunday,11.289794413577894
female,16.0,12,D,45.0,21.0,46.0,89.81,22.0,no,not_reported,105000.0,sometimes,anxiety,0.05,fail,2021.0,September,7.0,Tuesday,11.561725152903833
unknown,16.0,12,A,89.0,50.0,57.0,68.82,4.0,no,not_reported,85000.0,sometimes,anxiety,0.4,fail,2023.0,June,27.0,Tuesday,11.350418300109132
unknown,17.0,10,D,10.0,12.0,18.0,55.11,27.0,yes,graduate,10000.0,sometimes,not_reported,0.92,pass,2018.0,January,20.0,Saturday,9.210440366976517
male,16.0,12,B,36.0,32.0,46.0,98.26,2.0,yes,graduate,150000.0,sometimes,anxiety,0.8,fail,2025.0,October,26.0,Sunday,11.918397239722838
female,17.0,10,A,54.0,69.0,98.0,42.63,36.0,no,post_graduate,120000.0,sometimes,anxiety,0.72,fail,2018.0,April,7.0,Saturday,11.695255355062795
unknown,16.0,12,A,15.0,12.0,46.0,83.25,7.0,yes,not_reported,120000.0,yes,not_reported,0.29,pass,2021.0,December,12.0,Sunday,11.695255355062795
male,17.0,10,B,68.0,49.0,48.0,93.28,23.0,yes,not_reported,105000.0,sometimes,asthma,0.01,pass,2024.0,July,11.0,Thursday,11.561725152903833
male,17.0,11,C,97.0,30.0,12.0,63.85,0.0,no,not_reported,95000.0,sometimes,asthma,0.33,fail,2022.0,November,23.0,Wednesday,11.461642696843066
female,17.0,11,B,29.0,29.0,46.0,79.23,8.0,yes,not_reported,180000.0,sometimes,anxiety,0.28,fail,2019.0,July,25.0,Thursday,12.100717685412471
unknown,17.0,11,A,64.0,35.0,76.0,64.21,20.0,no,post_graduate,90000.0,yes,not_reported,0.89,fail,2025.0,June,23.0,Monday,11.407576060361786
female,16.0,12,D,79.0,88.0,18.0,55.79,11.0,yes,graduate,175000.0,sometimes,not_reported,0.94,pass,2018.0,May,5.0,Saturday,12.07254696717504
male,17.0,12,A,0.0,31.0,1.0,49.45,20.0,yes,not_reported,140000.0,sometimes,not_reported,0.28,fail,2021.0,September,14.0,Tuesday,11.849404844423074
unknown,17.0,11,B,5.0,61.0,100.0,85.37,28.0,no,graduate,130000.0,yes,not_reported,0.49,fail,2020.0,January,13.0,Monday,11.775297421715827
male,16.0,12,C,94.0,4.0,75.0,59.84,23.0,yes,not_reported,15000.0,yes,asthma,0.94,fail,2022.0,December,15.0,Thursday,9.61587214452889
unknown,15.0,11,D,49.0,93.0,31.0,92.49,27.0,no,post_graduate,135000.0,sometimes,asthma,0.44,pass,2021.0,February,19.0,Friday,11.813037464800539
unknown,17.0,11,C,81.0,77.0,25.0,95.11,20.0,no,post_graduate,120000.0,no,not_reported,0.12,pass,2022.0,July,7.0,Thursday,11.695255355062795
female,17.0,11,B,2.0,51.0,30.0,40.1,23.0,no,post_graduate,155000.0,sometimes,depression,0.06,pass,2022.0,November,11.0,Friday,11.951186847493476
male,18.0,10,B,70.0,65.0,22.0,80.68,20.0,no,not_reported,105000.0,sometimes,depression,0.59,pass,2021.0,September,18.0,Saturday,11.561725152903833
unknown,16.0,12,D,40.0,23.0,38.0,98.51,24.0,yes,high_school,15000.0,sometimes,not_reported,0.5,pass,2025.0,October,9.0,Thursday,9.61587214452889
male,18.0,12,C,45.0,51.0,11.0,60.37,19.0,yes,post_graduate,40000.0,yes,not_reported,0.86,pass,2025.0,August,6.0,Wednesday,10.596659732783579
female,17.0,11,A,33.0,79.0,91.0,59.21,21.0,yes,graduate,170000.0,sometimes,not_reported,0.71,pass,2024.0,December,9.0,Monday,12.04355959836804
male,17.0,11,A,1.0,23.0,22.0,77.38,17.0,yes,post_graduate,185000.0,sometimes,depression,0.5,fail,2018.0,February,2.0,Friday,12.128116509451258
male,17.0,11,A,27.0,81.0,31.0,87.55,36.0,no,post_graduate,75000.0,sometimes,not_reported,0.41,fail,2024.0,June,18.0,Thursday,11.225256725762893
female,17.0,10,D,79.0,100.0,53.0,82.06,22.0,yes,graduate,140000.0,yes,not_reported,0.49,pass,2019.0,November,11.0,Monday,11.849404844423074
unknown,17.0,10,B,2.0,53.0,70.0,59.94,10.0,no,post_graduate,140000.0,no,diabetes,0.27,fail,2024.0,June,18.0,Thursday,11.849404844423074
male,18.0,11,A,56.0,82.0,0.0,83.53,26.0,yes,post_graduate,185000.0,sometimes,not_reported,0.66,pass,2018.0,January,27.0,Saturday,12.128116509451258
female,17.0,11,A,29.0,9.0,15.0,67.5,20.0,no,post_graduate,9999999.0,sometimes,not_reported,0.51,fail,2023.0,June,15.0,Thursday,16.11809565095832
female,16.0,12,A,46.0,97.0,31.0,44.34,33.0,no,post_graduate,70000.0,sometimes,depression,0.72,pass,2025.0,August,29.0,Friday,11.156264806643742
male,17.0,11,C,50.0,32.0,45.0,90.95,20.0,no,graduate,65000.0,sometimes,not_reported,0.57,fail,2024.0,June,18.0,Thursday,11.082157933374816
male,17.0,11,B,71.0,25.0,64.0,65.07,0.0,yes,graduate,190000.0,sometimes,not_reported,0.33,fail,2019.0,March,19.0,Tuesday,12.154784614286667
male,17.0,10,D,39.0,9.0,19.0,59.66,29.0,no,not_reported,150000.0,sometimes,not_reported,0.8,fail,2022.0,September,21.0,Wednesday,11.918397239722838
female,16.0,12,A,28.0,18.0,26.0,96.47,27.0,yes,graduate,145000.0,no,not_reported,0.74,fail,2023.0,December,11.0,Monday,11.884495917930655
female,17.0,11,A,88.0,87.0,99.0,57.23,38.0,no,graduate,30000.0,yes,diabetes,0.86,fail,2020.0,March,19.0,Thursday,10.308985993422082
male,17.0,11,A,37.0,31.0,48.0,62.69,20.0,yes,not_reported,80000.0,sometimes,diabetes,0.62,fail,2025.0,March,23.0,Sunday,11.289794413577894
female,17.0,10,B,43.0,97.0,98.0,87.07,11.0,yes,not_reported,195000.0,sometimes,asthma,0.45,fail,2023.0,September,26.0,Tuesday,12.180759965737863
female,17.0,11,B,77.0,27.0,65.0,62.62,20.0,yes,graduate,100000.0,yes,asthma,0.84,pass,2021.0,April,2.0,Friday,11.51293546492023
male,17.0,11,D,63.0,4.0,74.0,75.86,40.0,no,graduate,175000.0,no,anxiety,0.04,pass,2021.0,March,4.0,Thursday,12.07254696717504
female,17.0,11,D,18.0,20.0,12.0,53.13,10.0,yes,not_reported,105000.0,sometimes,asthma,0.29,pass,2025.0,August,2.0,Saturday,11.561725152903833
female,16.0,12,B,53.0,79.0,45.0,64.17,21.0,yes,graduate,15000.0,sometimes,anxiety,0.15,pass,2019.0,October,24.0,Thursday,9.61587214452889
unknown,17.0,10,A,42.0,88.0,62.0,46.82,8.0,no,not_reported,145000.0,sometimes,not_reported,1.0,fail,2019.0,March,14.0,Thursday,11.884495917930655
unknown,18.0,11,B,31.0,39.0,78.0,69.86,20.0,yes,post_graduate,70000.0,sometimes,anxiety,0.14,pass,2022.0,October,19.0,Wednesday,11.156264806643742
female,17.0,11,C,36.0,75.0,73.0,66.11,8.0,yes,post_graduate,170000.0,sometimes,not_reported,0.48,pass,2023.0,May,9.0,Tuesday,12.04355959836804
unknown,17.0,11,B,79.0,87.0,20.0,65.96,5.0,yes,graduate,140000.0,no,depression,0.58,pass,2019.0,January,21.0,Monday,11.849404844423074
male,16.0,12,B,76.0,85.0,49.0,43.96,27.0,yes,not_reported,165000.0,yes,anxiety,0.95,fail,2018.0,March,6.0,Tuesday,12.013706813470414
female,17.0,11,B,23.0,74.0,8.0,41.32,17.0,no,graduate,160000.0,sometimes,diabetes,0.53,pass,2021.0,August,16.0,Monday,11.982935344196433
male,17.0,11,B,80.0,11.0,87.0,96.18,27.0,yes,not_reported,40000.0,no,asthma,0.11,fail,2020.0,January,16.0,Thursday,10.596659732783579
female,17.0,11,B,47.0,94.0,84.0,79.17,20.0,no,not_reported,120000.0,sometimes,depression,0.69,pass,2022.0,October,24.0,Monday,11.695255355062795
female,17.0,10,B,100.0,34.0,48.0,70.81,20.0,yes,high_school,70000.0,sometimes,not_reported,0.83,fail,2020.0,March,13.0,Friday,11.156264806643742
female,16.0,12,A,39.0,40.0,26.0,71.15,0.0,yes,not_reported,125000.0,sometimes,not_reported,0.07,pass,2021.0,October,21.0,Thursday,11.736077016252437
male,18.0,12,B,32.0,80.0,62.0,84.95,20.0,yes,not_reported,10000.0,sometimes,not_reported,0.67,pass,2024.0,December,25.0,Wednesday,9.210440366976517
unknown,17.0,10,A,78.0,43.0,59.0,52.74,38.0,no,high_school,185000.0,sometimes,depression,0.95,fail,2025.0,June,14.0,Saturday,12.128116509451258
male,17.0,10,A,85.0,56.0,7.0,80.01,20.0,yes,graduate,125000.0,no,anxiety,0.94,pass,2024.0,November,22.0,Friday,11.736077016252437
male,16.0,12,A,15.0,9.0,43.0,72.74,20.0,yes,post_graduate,40000.0,sometimes,depression,0.56,pass,2024.0,May,1.0,Wednesday,10.596659732783579
unknown,17.0,10,A,40.0,66.0,55.0,52.55,6.0,yes,not_reported,195000.0,no,not_reported,0.41,fail,2018.0,August,17.0,Friday,12.180759965737863
female,16.0,12,C,4.0,62.0,51.0,91.65,20.0,no,not_reported,60000.0,yes,depression,0.6,pass,2020.0,November,18.0,Wednesday,11.002116507732017
male,15.0,11,D,65.0,77.0,89.0,53.85,13.0,no,post_graduate,90000.0,no,not_reported,0.04,fail,2018.0,March,27.0,Tuesday,11.407576060361786
female,16.0,12,C,24.0,41.0,38.0,85.22,33.0,no,graduate,15000.0,yes,not_reported,0.5,fail,2024.0,April,5.0,Friday,9.61587214452889
male,16.0,12,C,13.0,6.0,74.0,79.99,20.0,yes,graduate,105000.0,yes,asthma,0.58,pass,2022.0,December,31.0,Saturday,11.561725152903833
female,18.0,11,B,18.0,88.0,47.0,73.26,0.0,no,not_reported,20000.0,no,not_reported,0.63,pass,2019.0,March,25.0,Monday,9.90353755128617
male,17.0,11,A,90.0,11.0,68.0,47.38,36.0,no,post_graduate,130000.0,sometimes,not_reported,0.8,pass,2019.0,April,25.0,Thursday,11.775297421715827
female,17.0,11,C,55.0,97.0,85.0,83.82,17.0,yes,not_reported,85000.0,sometimes,not_reported,0.15,fail,2024.0,June,18.0,Thursday,11.350418300109132
female,17.0,11,A,27.0,51.0,75.0,45.26,20.0,yes,graduate,190000.0,sometimes,asthma,0.17,pass,2019.0,August,21.0,Wednesday,12.154784614286667
male,17.0,11,C,3.0,7.0,71.0,65.33,16.0,yes,not_reported,50000.0,sometimes,depression,0.95,pass,2018.0,October,27.0,Saturday,10.819798284210286
female,18.0,12,B,79.0,84.0,55.0,75.91,20.0,yes,post_graduate,145000.0,yes,asthma,0.99,fail,2023.0,September,5.0,Tuesday,11.884495917930655
male,17.0,11,D,57.0,89.0,85.0,85.56,28.0,no,graduate,95000.0,sometimes,anxiety,0.28,fail,2025.0,October,29.0,Wednesday,11.461642696843066
unknown,17.0,11,A,6.0,33.0,58.0,83.08,25.0,yes,graduate,145000.0,yes,not_reported,0.35,pass,2024.0,June,18.0,Thursday,11.884495917930655
male,16.0,12,A,50.0,10.0,9.0,52.3,5.0,no,not_reported,165000.0,no,anxiety,0.56,fail,2022.0,January,2.0,Sunday,12.013706813470414
male,18.0,11,D,72.0,34.0,15.0,84.75,12.0,no,not_reported,20000.0,sometimes,not_reported,0.65,pass,2022.0,August,3.0,Wednesday,9.90353755128617
male,17.0,11,B,18.0,37.0,4.0,82.53,39.0,no,post_graduate,25000.0,yes,asthma,0.81,fail,2019.0,February,13.0,Wednesday,10.12667110305036
male,17.0,11,C,32.0,5.0,80.0,55.38,39.0,yes,graduate,30000.0,sometimes,not_reported,0.24,pass,2021.0,August,10.0,Tuesday,10.308985993422082
male,15.0,11,D,22.0,11.0,39.0,74.78,20.0,no,graduate,195000.0,no,depression,0.43,fail,2025.0,May,28.0,Wednesday,12.180759965737863
male,18.0,11,C,56.0,61.0,2.0,99.24,32.0,no,not_reported,55000.0,sometimes,diabetes,0.35,fail,2023.0,December,8.0,Friday,10.915106645867503
unknown,17.0,11,C,51.0,26.0,45.0,61.73,20.0,yes,post_graduate,15000.0,yes,depression,0.26,pass,2023.0,June,11.0,Sunday,9.61587214452889
female,15.0,12,C,8.0,23.0,96.0,81.18,30.0,no,graduate,125000.0,sometimes,anxiety,0.38,fail,2019.0,April,22.0,Monday,11.736077016252437
female,16.0,12,C,74.0,83.0,32.0,46.23,31.0,yes,not_reported,120000.0,sometimes,anxiety,0.9,fail,2023.0,May,25.0,Thursday,11.695255355062795
male,17.0,11,B,16.0,92.0,67.0,42.55,30.0,yes,post_graduate,80000.0,sometimes,not_reported,0.12,pass,2020.0,May,29.0,Friday,11.289794413577894
male,18.0,11,B,85.0,50.0,31.0,89.4,34.0,no,high_school,95000.0,sometimes,depression,0.56,fail,2020.0,October,9.0,Friday,11.461642696843066
unknown,17.0,10,A,41.0,88.0,54.0,73.15,1.0,no,graduate,130000.0,no,depression,0.81,fail,2022.0,October,18.0,Tuesday,11.775297421715827
female,16.0,12,B,13.0,17.0,62.0,46.98,20.0,no,not_reported,165000.0,yes,not_reported,0.72,fail,2018.0,October,8.0,Monday,12.013706813470414
female,17.0,10,A,46.0,12.0,65.0,89.44,23.0,no,graduate,110000.0,sometimes,not_reported,0.45,fail,2019.0,November,1.0,Friday,11.608244735642321
male,16.0,11,B,51.0,18.0,51.0,50.14,18.0,no,not_reported,35000.0,sometimes,asthma,0.14,fail,2018.0,September,12.0,Wednesday,10.463131911491967
unknown,15.0,10,A,43.0,26.0,2.0,99.71,20.0,no,not_reported,135000.0,no,depression,0.6,fail,2019.0,June,9.0,Sunday,11.813037464800539
female,17.0,11,C,83.0,78.0,3.0,91.88,22.0,no,graduate,40000.0,yes,not_reported,0.4,pass,2022.0,June,28.0,Tuesday,10.596659732783579
female,18.0,11,B,81.0,40.0,62.0,80.73,30.0,no,high_school,130000.0,yes,not_reported,0.88,pass,2022.0,May,14.0,Saturday,11.775297421715827
female,16.0,12,C,22.0,45.0,52.0,53.3,33.0,no,post_graduate,50000.0,sometimes,diabetes,0.32,fail,2024.0,July,20.0,Saturday,10.819798284210286
female,15.0,12,D,98.0,25.0,88.0,44.81,20.0,yes,not_reported,155000.0,sometimes,not_reported,0.98,fail,2025.0,November,21.0,Friday,11.951186847493476
male,17.0,11,C,40.0,66.0,50.0,42.81,20.0,yes,graduate,165000.0,sometimes,asthma,0.52,pass,2020.0,April,25.0,Saturday,12.013706813470414
unknown,17.0,11,A,46.0,22.0,98.0,75.96,12.0,no,not_reported,135000.0,yes,not_reported,0.54,pass,2023.0,January,26.0,Thursday,11.813037464800539
male,17.0,11,A,44.0,1.0,76.0,70.0,27.0,yes,not_reported,105000.0,sometimes,not_reported,0.64,pass,2024.0,August,31.0,Saturday,11.561725152903833
male,15.0,11,A,61.0,11.0,9.0,70.96,20.0,yes,graduate,65000.0,sometimes,anxiety,0.5,pass,2020.0,August,29.0,Saturday,11.082157933374816
female,15.0,12,B,50.0,67.0,29.0,65.6,19.0,no,post_graduate,140000.0,sometimes,asthma,0.38,fail,2018.0,July,20.0,Friday,11.849404844423074
